#separator:tab
#html:false
#columns:Day,Week,GrammarName,GrammarMeaning,Pattern,Examples,Notes,DevTip,Exercise,Tags
"Day 13"	"Week 2"	"太...了"	"Quá..."	"Cấu trúc: 太 + Adj + 了"	"太 tài = QUÁ (mức độ cao hơn 很)

太好了！       Tài hǎo le!             Quá tốt! / Tuyệt vời!
太热了！       Tài rè le!              Quá nóng!
太贵了！       Tài guì le!             Quá đắt!
太大了！       Tài dà le!              Quá lớn!
太忙了！       Tài máng le!            Quá bận!
太难了！       Tài nán le!             Quá khó!
太累了！       Tài lèi le!             Quá mệt!
---
Thang mức độ (từ nhẹ → mạnh):
  不好      bù hǎo              không tốt
  还好      hái hǎo             vẫn ổn / tạm được
  好        hǎo                 tốt
  很好      hěn hǎo             rất tốt
  非常好    fēicháng hǎo        cực kỳ tốt
  太好了    tài hǎo le          quá tốt! tuyệt!

  不好 < 还好 < 好 < 很好 < 非常好 < 太好了"	"`DEBUG(不好) < INFO(还好) < WARN(好) < ERROR(很好) < CRITICAL(太好了)`"	"Giống severity levels trong logging:"	""	"week2::day13::grammar::aspect"
"Day 15"	"Week 3"	"从...到..."	"Từ...đến..."	"从 A 到 B (Từ A đến B — địa điểm)"	"从 + 地点A + 到 + 地点B
cóng          dào

从家到公司          Cóng jiā dào gōngsī         Từ nhà đến công ty
从越南到中国        Cóng Yuènán dào Zhōngguó    Từ VN đến TQ
从学校到商店        Cóng xuéxiào dào shāngdiàn  Từ trường đến CH
---
从 + 时间A + 到 + 时间B

从星期一到星期五    Cóng xīngqī yī dào xīngqī wǔ   Từ thứ 2 đến thứ 6
从早上到晚上        Cóng zǎoshang dào wǎnshang      Từ sáng đến tối
从九点到六点        Cóng jiǔ diǎn dào liù diǎn      Từ 9h đến 6h
---
从家到公司坐地铁。
Cóng jiā dào gōngsī zuò dìtiě.
Từ nhà đến công ty đi metro.

从越南到中国坐飞机。
Cóng Yuènán dào Zhōngguó zuò fēijī.
Từ VN đến TQ đi máy bay.

你从哪里来？
Nǐ cóng nǎli lái?
Bạn từ đâu đến? (= Bạn quê ở đâu?)
---
你怎么去上班？       Nǐ zěnme qù shàngbān?      Bạn đi làm bằng gì?
→ 我坐地铁去上班。  Wǒ zuò dìtiě qù shàngbān.  Tôi đi metro đi làm.
→ 我骑自行车去。    Wǒ qí zìxíngchē qù.         Tôi đi xe đạp.
→ 我走路去。        Wǒ zǒu lù qù.               Tôi đi bộ.

从这里到学校怎么去？ Cóng zhèli dào xuéxiào zěnme qù?
Từ đây đến trường đi thế nào?
→ 坐公共汽车。      Zuò gōnggòng qìchē.         Đi xe bus."	""	""	""	"week3::day15::grammar"
"Day 16"	"Week 3"	"比 So Sánh"	""	"A 比 B + Adj"	"比 bǐ = ""hơn"" (so với)

A 比 B + Adj = A [adj] hơn B

  他比我高。       Tā bǐ wǒ gāo.         Anh ấy CAO hơn tôi.
  今天比昨天热。   Jīntiān bǐ zuótiān rè. Hôm nay NÓNG hơn hôm qua.
  飞机比火车快。   Fēijī bǐ huǒchē kuài.  Máy bay NHANH hơn tàu hỏa.
  这个比那个贵。   Zhège bǐ nàge guì.     Cái này ĐẮT hơn cái kia.
  中文比英文难。   Zhōngwén bǐ Yīngwén nán. TQ KHÓ hơn tiếng Anh.
---
❌ 他比我很高。    (SAI! Không thêm 很 vào 比)
✅ 他比我高。      (ĐÚNG)

❌ 今天比昨天很热。  (SAI!)
✅ 今天比昨天热。    (ĐÚNG)
---
A 比 B + Adj + 一点 = hơn MỘT CHÚT
  这个比那个贵一点。    Cái này đắt hơn cái kia MỘT CHÚT.
  他比我大一点。        Anh ấy lớn hơn tôi một chút.

A 比 B + Adj + 多了 = hơn RẤT NHIỀU
  飞机比火车快多了！    Máy bay nhanh hơn tàu hỏa RẤT NHIỀU!
  这个比那个贵多了！    Cái này đắt hơn cái kia nhiều!

A 比 B + Adj + 数字 = hơn CỤ THỂ
  他比我大三岁。        Anh ấy lớn hơn tôi 3 tuổi.
  这个比那个贵五块。    Cái này đắt hơn cái kia 5 đồng.
---
⚠️ KHÔNG nói: A 不比 B (tuy đúng ngữ pháp nhưng ít dùng)
✅ Thay bằng: A 没有 B + 那么 + Adj

  我没有他那么高。       Wǒ méi yǒu tā nàme gāo.
  Tôi không cao BẰNG anh ấy.

  今天没有昨天那么热。   Jīntiān méi yǒu zuótiān nàme rè.
  Hôm nay không nóng BẰNG hôm qua."	"⚠️ QUY TẮC QUAN TRỌNG: 比 KHÔNG dùng với 很!

⚠️ KHÔNG nói: A 不比 B (tuy đúng ngữ pháp nhưng ít dùng)"	"`比` giống `>` operator: `A 比 B 高` = `A.height > B.height`. Phủ định `没有那么` = `<=`."	""	"week3::day16::grammar"
"Day 17"	"Week 3"	"了 Hoàn Thành"	""	"V + 了 = đã V xong"	"了 (le) có 2 chức năng khác nhau. Hôm nay học chức năng 1:

了₁ = HOÀN THÀNH (đã làm xong — đặt SAU động từ)
---
我吃了。           Wǒ chī le.             Tôi ĐÃ ăn (rồi).
他去了。           Tā qù le.              Anh ấy ĐÃ đi (rồi).
我买了一本书。     Wǒ mǎi le yì běn shū.  Tôi ĐÃ mua 1 cuốn sách.
她喝了两杯咖啡。   Tā hē le liǎng bēi kāfēi. Cô ấy đã uống 2 ly cà phê.
我昨天看了一个电影。Wǒ zuótiān kàn le yí ge diànyǐng. Hôm qua tôi đã xem 1 phim.
---
⚠️ Khi có 了, thường cần nói CỤ THỂ bao nhiêu:

  我吃了三个苹果。    Tôi đã ăn 3 quả táo.
  他买了两件衣服。    Anh ấy đã mua 2 bộ quần áo.
  我学了一百七十四个词。 Tôi đã học 174 từ! ← bạn đó! 😄
---
⚠️ QUAN TRỌNG: Phủ định quá khứ = 没 + V, KHÔNG dùng 不 + V + 了!

  ✅ 我没吃。         Wǒ méi chī.           Tôi CHƯA ăn.
  ✅ 他没去。         Tā méi qù.            Anh ấy chưa đi.
  ✅ 我没买书。       Wǒ méi mǎi shū.       Tôi chưa mua sách.

  ❌ 我不吃了。       (nghĩa khác! = ""Tôi KHÔNG ĂN nữa"" ← dừng lại)
  ❌ 我没吃了。       (SAI ngữ pháp!)
---
你吃了没有？       Nǐ chī le méi yǒu?     Bạn ăn chưa?
你去了没有？       Nǐ qù le méi yǒu?      Bạn đi chưa?
→ 吃了。          Chī le.                  Ăn rồi.
→ 没吃。          Méi chī.                 Chưa ăn.

Hoặc dùng 吗:
你吃了吗？         Nǐ chī le ma?           Bạn ăn chưa?
---
了₂ đặt ở CUỐI CÂU = tình huống MỚI / thay đổi trạng thái

  下雨了。        Xià yǔ le.         Mưa rồi. (bắt đầu mưa = thay đổi)
  他来了。        Tā lái le.          Anh ấy đến rồi. (mới đến)
  我不想吃了。    Wǒ bù xiǎng chī le. Tôi không muốn ăn NỮA. (thay đổi ý)
  太贵了！        Tài guì le!         Quá đắt! (了 nhấn mạnh)

→ Lưu ý phân biệt: 了₁ SAU VERB (hoàn thành) vs 了₂ CUỐI CÂU (thay đổi)
→ Đôi khi cả 2 xuất hiện: 我吃了饭了。(Tôi đã ăn cơm rồi.)"	"⚠️ 了 là ngữ pháp QUAN TRỌNG NHẤT và KHÓ NHẤT tiếng Trung!

⚠️ Khi có 了, thường cần nói CỤ THỂ bao nhiêu:

⚠️ QUAN TRỌNG: Phủ định quá khứ = 没 + V, KHÔNG dùng 不 + V + 了!

`没 + V` = hành động chưa commit.

`V + 了` = action committed ✅"	"`了` giống `commit()` trong Git — hành động ĐÃ HOÀN THÀNH và không thể undo."	""	"week3::day17::grammar::aspect"
"Day 18"	"Week 3"	"给"	"Cho / Đưa cho"	"给 + Ai + Cái gì (Cho ai cái gì)"	"给 gěi = cho / đưa cho

给你。           Gěi nǐ.              Đưa cho bạn. / Cho bạn.
给我一杯水。     Gěi wǒ yì bēi shuǐ.  Cho tôi 1 cốc nước.
给他钱。         Gěi tā qián.          Đưa tiền cho anh ấy.
妈妈给我一本书。 Māma gěi wǒ yì běn shū. Mẹ cho tôi 1 cuốn sách.
---
他给我买了一个手机。  Tā gěi wǒ mǎi le yí ge shǒujī.
Anh ấy mua cho tôi 1 cái ĐT.

妈妈给我做饭。      Māma gěi wǒ zuò fàn.
Mẹ nấu cơm cho tôi.

我给你写一封信。    Wǒ gěi nǐ xiě yì fēng xìn.
Tôi viết cho bạn 1 lá thư.
---
请给我一杯茶。      Qǐng gěi wǒ yì bēi chá.     Cho tôi 1 cốc trà.
请给我菜单。        Qǐng gěi wǒ càidān.          Cho tôi menu.
给我买单。          Gěi wǒ mǎidān.               Cho tôi tính tiền."	""	""	""	"week3::day18::grammar"
"Day 18"	"Week 3"	"跟"	"Với / Và"	"A 跟 B + V (A làm V với B)"	"跟 gēn = với / cùng

我跟朋友去吃饭。      Wǒ gēn péngyou qù chī fàn.
Tôi VỚI bạn đi ăn cơm.

他跟我说话。          Tā gēn wǒ shuō huà.
Anh ấy nói chuyện VỚI tôi.

我想跟你一起去。      Wǒ xiǎng gēn nǐ yìqǐ qù.
Tôi muốn đi CÙNG bạn.

你跟谁去？            Nǐ gēn shéi qù?
Bạn đi VỚI ai?
---
和 hé = VÀ (connecting nouns: A và B)
  我和他      wǒ hé tā        tôi VÀ anh ấy
  爸爸和妈妈  bàba hé māma     bố VÀ mẹ

跟 gēn = VỚI (doing something together)
  我跟他去    wǒ gēn tā qù    tôi đi VỚI anh ấy
  跟我说      gēn wǒ shuō     nói VỚI tôi

→ Nhiều trường hợp dùng thay nhau được:
  我和他去 = 我跟他去 (cả 2 đều OK)"	""	"`和` ≈ `AND` operator (parallel). `跟` ≈ `WITH` modifier (together)."	""	"week3::day18::grammar"
"Day 19"	"Week 3"	"因为...所以..."	"Vì...Nên..."	"因为 A，所以 B"	"因为 yīnwèi = vì (nguyên nhân)
所以 suǒyǐ  = nên/cho nên (kết quả)

因为下雨了，所以我没去上班。
Yīnwèi xià yǔ le, suǒyǐ wǒ méi qù shàngbān.
VÌ mưa, NÊN tôi không đi làm.

因为太贵了，所以我没买。
Yīnwèi tài guì le, suǒyǐ wǒ méi mǎi.
VÌ quá đắt, NÊN tôi không mua.

因为他很忙，所以没来。
Yīnwèi tā hěn máng, suǒyǐ méi lái.
VÌ anh ấy bận, NÊN không đến.

因为我喜欢中文，所以我每天学。
Yīnwèi wǒ xǐhuan Zhōngwén, suǒyǐ wǒ měi tiān xué.
VÌ tôi thích TQ, NÊN tôi học mỗi ngày.
---
Nói đầy đủ:  因为下雨了，所以我没去。
Bỏ 因为:     下雨了，所以我没去。     (vẫn OK!)
Bỏ 所以:     因为下雨了，我没去。     (vẫn OK!)
Bỏ cả 2:    ❌ (phải giữ ít nhất 1 cái)

→ Trong nói hàng ngày, người TQ hay bỏ 因为, chỉ nói 所以:
  ""太贵了，所以没买。""  (Đắt quá, nên không mua.)
---
你为什么学中文？       Nǐ wèishénme xué Zhōngwén?
Bạn TẠI SAO học TQ?

→ 因为我想去中国工作。 Yīnwèi wǒ xiǎng qù Zhōngguó gōngzuò.
   Vì tôi muốn đi TQ làm việc.

你为什么没来？         Nǐ wèishénme méi lái?
Tại sao bạn không đến?

→ 因为我生病了。       Yīnwèi wǒ shēng bìng le.
   Vì tôi bị bệnh."	"⚠️ Có thể bỏ 1 phần (nói tự nhiên hơn)"	"`因为...所以...` = `if (cause) { result }`. `为什么` = debugger asking ""WHY did this happen?"""	""	"week3::day19::grammar"
"Day 20"	"Week 3"	"虽然...但是..."	"Tuy...Nhưng..."	"虽然 A，但是 B"	"虽然 suīrán = tuy/mặc dù
但是 dànshì = nhưng mà (đã học D17)

虽然很难，但是很有意思。
Suīrán hěn nán, dànshì hěn yǒu yìsi.
TUY rất khó, NHƯNG rất thú vị.

虽然加班很累，但是工资很高。
Suīrán jiā bān hěn lèi, dànshì gōngzī hěn gāo.
TUY OT mệt, NHƯNG lương cao.

虽然今天下雨了，但是我还是去跑步了。
Suīrán jīntiān xià yǔ le, dànshì wǒ háishi qù pǎo bù le.
TUY hôm nay mưa, NHƯNG tôi vẫn đi chạy bộ.

虽然他很忙，但是每天都学中文。
Suīrán tā hěn máng, dànshì měi tiān dōu xué Zhōngwén.
TUY anh ấy bận, NHƯNG mỗi ngày đều học TQ.
---
因为...所以... = NGUYÊN NHÂN → KẾT QUẢ
  因为下雨了，所以我没去。    (Vì mưa → nên không đi.)

虽然...但是... = NHƯỢNG BỘ → NGƯỢC LẠI
  虽然下雨了，但是我还是去了。(Tuy mưa → nhưng vẫn đi.)
---
因为我喜欢中文，所以每天学。虽然很难，但是很有意思。
Vì tôi thích TQ, nên mỗi ngày học. Tuy khó, nhưng thú vị."	"⚠️ 虽然 vs 因为 — khác nhau!

`因为所以` = `if (rain) { don't_go(); }` — logic thuận

`虽然但是` = `try { go(); } catch (rain) { still_go(); }` — exception handling!"	"> `因为所以` = `if (rain) { don't_go(); }` — logic thuận"	""	"week3::day20::grammar"
"Day 22"	"Week 4"	"正在"	"Đang Làm Gì"	"正在 + V (+ 呢)"	"正在 zhèngzài = đang (chính xác tại thời điểm này)
在   zài      = đang (ngắn gọn hơn, dùng nhiều hơn)
呢   ne       = trợ từ cuối câu, thêm sắc thái ""đang ~""

3 cách nói ""đang"":
  ① 正在 + V + 呢  (đầy đủ nhất)
  ② 在 + V + 呢    (phổ biến nhất)
  ③ V + 呢        (ngắn gọn nhất)
---
① 我正在学中文呢。   Wǒ zhèngzài xué Zhōngwén ne.
   Tôi ĐANG học tiếng Trung (ngay lúc này).

② 他在看书呢。       Tā zài kàn shū ne.
   Anh ấy đang đọc sách.

③ 你做什么呢？       Nǐ zuò shénme ne?
   Bạn đang làm gì vậy?

   我写代码呢。       Wǒ xiě dàimǎ ne.
   Tôi đang viết code.
---
⚠️ KHÔNG dùng 不正在 — SAI!

✅ 没(在) + V:
   他没在看书。       Tā méi zài kàn shū.
   Anh ấy không đang đọc sách.

   我没在睡觉。       Wǒ méi zài shuì jiào.
   Tôi không đang ngủ.
---
你在做什么（呢）？    Nǐ zài zuò shénme (ne)?
你在干什么（呢）？    Nǐ zài gàn shénme (ne)?  (nói tự nhiên hơn)
→ 我在学中文。        Wǒ zài xué Zhōngwén.
→ 我在上课。          Wǒ zài shàng kè.  (đang học/lên lớp)
---
A: 喂？你在哪儿？          Wèi? Nǐ zài nǎr?
   Alo? Bạn ở đâu?

B: 我在学校呢。你呢？      Wǒ zài xuéxiào ne. Nǐ ne?
   Tôi ở trường. Còn bạn?

A: 我在家。你在做什么呢？   Wǒ zài jiā. Nǐ zài zuò shénme ne?
   Tôi ở nhà. Bạn đang làm gì?

B: 我正在上课呢，等一下。   Wǒ zhèngzài shàng kè ne, děng yíxià.
   Tôi đang học, chờ chút nhé."	"⚠️ KHÔNG dùng 不正在 — SAI!"	"`正在` giống `Thread.State.RUNNING` — process đang chạy ngay lúc này. `在` giống `isActive()` — check trạng thái. `呢` giống ` // currently running` — comment nhấn mạnh."	""	"week4::day22::grammar"
"Day 23"	"Week 4"	"V + 过"	"Đã Từng"	"V + 过 (diễn tả trải nghiệm)"	"过 guò = qua → dùng sau động từ = ""đã từng (trải qua)""

⚠️ Phân biệt:
  V + 了 = đã V (hành động cụ thể, có thời gian)
    我昨天吃了中国菜。    Tôi hôm qua ĐÃ ăn đồ TQ.

  V + 过 = đã từng V (trải nghiệm, không nói lúc nào)
    我吃过中国菜。        Tôi ĐÃ TỪNG ăn đồ TQ.
---
✅ Khẳng định: V + 过
  我去过中国。           Wǒ qù guo Zhōngguó.
  Tôi đã từng đi Trung Quốc.

  我看过这个电影。       Wǒ kàn guo zhège diànyǐng.
  Tôi đã từng xem phim này.

  我学过日语。           Wǒ xué guo Rìyǔ.
  Tôi đã từng học tiếng Nhật.

❌ Phủ định: 没 + V + 过
  我没去过中国。         Wǒ méi qù guo Zhōngguó.
  Tôi chưa từng đi TQ.

  我没吃过这个菜。       Wǒ méi chī guo zhège cài.
  Tôi chưa từng ăn món này.

❓ Câu hỏi: V + 过 + 吗？ / V + 过 + 没有？
  你去过中国吗？         Nǐ qù guo Zhōngguó ma?
  Bạn đã từng đi TQ chưa?

  你吃过北京烤鸭没有？   Nǐ chī guo Běijīng kǎoyā méiyǒu?
  Bạn đã từng ăn vịt quay Bắc Kinh chưa?
---
你过过春节吗？           Nǐ guò guo Chūnjié ma?
Bạn đã từng qua Tết TQ chưa?

我没过过春节，但是我过过中秋节。
Wǒ méi guò guo Chūnjié, dànshì wǒ guò guo Zhōngqiūjié.
Tôi chưa từng qua Tết TQ, nhưng đã từng qua Trung Thu.

你看过雪吗？             Nǐ kàn guo xuě ma?
Bạn đã từng thấy tuyết chưa?

我没看过雪，因为越南没有雪。
Tôi chưa thấy tuyết, vì Việt Nam không có tuyết."	"⚠️ Phân biệt:"	"`V + 了` = `commit` (hành động cụ thể, đã xong). `V + 过` = `git log` (check lịch sử: ""repo này từng có commit đó không?""). `没V过` = `notFound` trong log."	""	"week4::day23::grammar"
"Day 24"	"Week 4"	"能/可以/会"	""	"Ba cách nói ""có thể"":"	"┌─────────────────────────────────────────────────────────┐
│  能 néng     = có thể (KHẢ NĂNG thể chất/điều kiện)    │
│  可以 kěyǐ   = có thể (ĐƯỢC PHÉP/cho phép)             │
│  会 huì      = biết/sẽ (BIẾT LÀM/đã học được)          │
└─────────────────────────────────────────────────────────┘
---
我能跑十公里。          Wǒ néng pǎo shí gōnglǐ.
Tôi CÓ THỂ chạy 10km. (thể lực cho phép)

今天太忙了，我不能来。  Jīntiān tài máng le, wǒ bù néng lái.
Hôm nay bận quá, tôi KHÔNG THỂ đến. (điều kiện không cho phép)

你能帮我一下吗？        Nǐ néng bāng wǒ yíxià ma?
Bạn CÓ THỂ giúp tôi một chút không?
---
这里可以拍照吗？        Zhèlǐ kěyǐ pāi zhào ma?
Ở đây ĐƯỢC chụp ảnh không? (hỏi phép)

可以！/ 不可以。         Kěyǐ! / Bù kěyǐ.
Được! / Không được.

老师，我可以去厕所吗？  Lǎoshī, wǒ kěyǐ qù cèsuǒ ma?
Thầy ơi, em ĐƯỢC đi WC không?
---
我会说中文。            Wǒ huì shuō Zhōngwén.
Tôi BIẾT nói tiếng Trung. (đã học)

你会写代码吗？          Nǐ huì xiě dàimǎ ma?
Bạn BIẾT viết code không? (kỹ năng)

明天会下雨。            Míngtiān huì xià yǔ.
Ngày mai SẼ mưa. (dự đoán)

他不会做饭。            Tā bú huì zuò fàn.
Anh ấy KHÔNG BIẾT nấu cơm.
---
🏊 Bơi:
  我会游泳。        Tôi BIẾT bơi. (đã học)
  我能游一公里。    Tôi CÓ THỂ bơi 1km. (sức khỏe đủ)
  这里可以游泳。    Ở đây ĐƯỢC bơi. (cho phép)

💻 Code:
  我会写Python。     Tôi BIẾT viết Python. (đã học)
  今天能写完代码。   Hôm nay CÓ THỂ viết xong code. (có thời gian)
  公司可以用GitHub。  Cty ĐƯỢC dùng GitHub. (cho phép)"	"- `会` = `hasSkill(""swimming"")` — check kỹ năng

- `能` = `canPerform(""swimming"", currentHealth)` — check điều kiện runtime

- `可以` = `isAllowed(""swimming"", location)` — check permission"	"> - `会` = `hasSkill(""swimming"")` — check kỹ năng"	""	"week4::day24::grammar"
"Day 25"	"Week 4"	"把"	"Cấu Trúc Xử Lý"	"S + 把 + O + V + kết quả"	"把 bǎ = ""nắm lấy"" → dùng để nhấn mạnh XỬ LÝ đối tượng

Cấu trúc bình thường:  S + V + O
  我关了门。              Tôi đã đóng cửa.

Cấu trúc 把:            S + 把 + O + V + kết quả  
  我把门关了。            Tôi ĐÃ đóng cửa. (nhấn mạnh: cửa → đóng)
---
✅ 把 + V + 了/好/完/上/下/到...:
  请把门关上。        Qǐng bǎ mén guān shang.
  Hãy đóng cửa lại. (把门 = nắm lấy cửa → 关上 = đóng lại)

  把书放在桌子上。    Bǎ shū fàng zài zhuōzi shang.
  Để sách trên bàn.  (把书 = nắm sách → 放在 = đặt tại)

  我把作业做完了。    Wǒ bǎ zuòyè zuò wán le.
  Tôi đã làm xong bài tập.

  请把这个文件发给我。Qǐng bǎ zhège wénjiàn fā gěi wǒ.
  Xin gửi file này cho tôi.
---
1. Sau 把, phải có KẾT QUẢ (không thể chỉ có V):
   ❌ 我把门关。        (SAI — thiếu kết quả)
   ✅ 我把门关上。      (ĐÚNG — có 上 = kết quả)
   ✅ 我把门关了。      (ĐÚNG — có 了 = hoàn thành)

2. Phủ định: 没/不 đặt TRƯỚC 把:
   ✅ 我没把门关上。    Tôi chưa đóng cửa.
   ✅ 别把它扔了。      Đừng vứt nó đi.

3. 把 chỉ dùng khi O cụ thể (đã biết):
   ❌ 我把一本书看了。  (SAI — ""một cuốn sách"" quá chung)
   ✅ 我把那本书看了。  (ĐÚNG — ""cuốn sách đó"" cụ thể)
---
请把代码提交了。       Hãy commit code đi.
把bug修好了。          Đã fix bug rồi.
我把文件删了。         Tôi đã xóa file rồi.
把窗口关了。           Đóng window lại.
请把文档发给我。       Gửi docs cho tôi nhé."	"⚠️ Quy tắc quan trọng:"	"`把` = `pipe operator` hoặc `process()`: bạn ""nắm lấy"" object → xử lý → kết quả. `把门关上` = `door.close()`. `把代码提交了` = `code.commit()`. Luôn phải có method (kết quả), không thể chỉ có object!"	""	"week4::day25::grammar::special-structure"
"Day 26"	"Week 4"	"被"	"Bị Động"	"S + 被 + (người gây) + V + kết quả"	"被 bèi = bị/được (câu bị động)

Chủ động:  他吃了我的蛋糕。     Anh ấy ĐÃ ăn bánh tôi.
Bị động:   我的蛋糕被他吃了。   Bánh tôi BỊ anh ấy ăn rồi.
---
✅ 被 + người gây + V:
  我的手机被弟弟拿走了。
  ĐT tôi BỊ em trai lấy đi rồi.

  这本书被他借走了。
  Cuốn sách này BỊ anh ấy mượn rồi.

  他被老师批评了。
  Anh ấy BỊ thầy phê bình.

✅ 被 + V (không nói ai gây):
  我的自行车被偷了。
  Xe đạp tôi BỊ trộm rồi. (không biết ai)

  文件被删了。
  File BỊ xóa rồi.
---
代码被删了！         Code bị xóa rồi!
Bug被修好了。        Bug đã được fix rồi.
服务器被黑客攻击了。 Server bị hacker tấn công.
数据被覆盖了。       Data bị ghi đè rồi.
文件被误删了。       File bị xóa nhầm."	""	"`被` = `passive voice` = event listener: ""something was DONE TO this object"". `代码被删了` = `repo.on('delete', file)`. Object nhận hành động lên trước!"	""	"week4::day26::grammar::special-structure"
"Day 26"	"Week 4"	"是...的"	"Nhấn Mạnh"	"S + 是 + (thời gian/cách/nơi) + V + 的"	"是...的 dùng để NHẤN MẠNH chi tiết (khi nào? ở đâu? bằng cách nào?)
→ Hành động ĐÃ XẢY RA, bạn muốn hỏi/nói về CHI TIẾT

⚠️ Chỉ dùng cho hành động ĐÃ XẢY RA!
---
🕐 Nhấn mạnh THỜI GIAN (khi nào?):
  你是什么时候来中国的？    Bạn ĐẾN TQ KHI NÀO?
  我是去年来的。            Tôi đến NĂM NGOÁI.

📍 Nhấn mạnh NƠI CHỐN (ở đâu?):
  你是在哪儿学的中文？      Bạn học TQ Ở ĐÂU?
  我是在越南学的。          Tôi học Ở VIỆT NAM.

🔧 Nhấn mạnh CÁCH THỨC (bằng cách nào?):
  你是怎么来的？            Bạn đến BẰNG CÁCH NÀO?
  我是坐飞机来的。          Tôi đến BẰNG MÁY BAY.

👤 Nhấn mạnh NGƯỜI LÀM (ai?):
  这个是谁写的？            Cái này AI viết?
  这个是我写的。            Cái này TÔI viết.
---
我去年来了中国。        Năm ngoái tôi đến TQ. (nói sự kiện)
我是去年来的。          Tôi đến là NĂM NGOÁI. (nhấn mạnh: khi nào)

他学了中文。            Anh ấy đã học TQ. (nói sự kiện)
他是在北京学的中文。    Anh ấy học TQ Ở BẮC KINH. (nhấn mạnh: ở đâu)"	"⚠️ Chỉ dùng cho hành động ĐÃ XẢY RA!"	"`是...的` giống `console.assert()` — nhấn mạnh một assertion: ""Tôi khẳng định rằng thời gian là NĂM NGOÁI"". Hoặc giống `highlight` trong search result — highlight phần quan trọng."	""	"week4::day26::grammar"
"Day 29"	"Week 5"	"除了...以外"	""	"除了 A 以外，也/还 B (ngoài A, còn B — THÊM)"	"除了 chúle = ngoài...ra
以外 yǐwài = bên ngoài
也/还 yě/hái = cũng/còn

除了Java以外，我还会写Python。
Chúle Java yǐwài, wǒ hái huì xiě Python.
Ngoài Java ra, tôi CÒN biết viết Python.

除了写代码以外，我还要开会。
Ngoài viết code ra, tôi CÒN phải họp.

除了中文以外，他也会说英文和越南语。
Ngoài TQ ra, anh ấy CŨNG biết nói Anh và VN.
---
除了他以外，大家都来了。
Chúle tā yǐwài, dàjiā dōu lái le.
Ngoài anh ấy ra, MỌI NGƯỜI đều đến. (= chỉ anh ấy không đến)

除了星期天以外，我每天都上班。
Ngoài Chủ nhật ra, tôi NGÀY NÀO cũng đi làm.

除了这个bug以外，代码都没有问题。
Ngoài bug này ra, code đều không có vấn đề.
---
也/还 = THÊM (addition): A cũng, B cũng
  除了A以外，还有B。= Ngoài A, CÒN CÓ B.

都 = TRỪ (exclusion): trừ A ra, tất cả đều...
  除了A以外，都B。= Trừ A ra, TẤT CẢ đều B."	""	"`除了...也/还` = `array.concat()` — thêm phần tử. `除了...都` = `array.filter(x => x !== A)` — loại trừ phần tử."	""	"week5::day29::grammar::aspect"
"Day 33"	"Week 5"	"不但...而且"	""	"不但 A 而且 B = Không chỉ A mà còn B"	"不但 búdàn = không chỉ     而且 érqiě = mà còn

不但...而且... luôn đi CÙNG HƯỚNG (tốt+tốt hoặc xấu+xấu)
→ Vế sau MẠNH hơn vế trước
---
他不但会写Java，而且还会写Python。
Anh ấy không chỉ biết Java, mà còn biết Python.

这个框架不但好用，而且性能很好。
Framework này không chỉ dễ dùng, mà còn hiệu suất tốt.

学中文不但有用，而且很有意思。
Học TQ không chỉ hữu ích, mà còn rất thú vị.

这个bug不但影响了前端，而且后端也有问题。
Bug này không chỉ ảnh hưởng frontend, mà backend cũng có vấn đề.
---
除了Java以外，我还会Python。
    = Ngoài Java, tôi CÒN biết Python. (liệt kê)

不但会Java，而且还会Python。
    = Không CHỈ biết Java, mà CÒN biết Python. (nhấn mạnh)

→ 不但而且 NHẤN MẠNH hơn (wow factor)
→ 除了以外 CHỈ LIỆT KÊ thêm"	""	"`除了...以外` = `list.push()` — thêm phần tử bình thường. `不但...而且` = `list.push()` + `highlight()` — thêm VÀ nhấn mạnh: ""ẤN TƯỢNG NHÉ!"""	""	"week5::day33::grammar"
"Day 36"	"Week 6"	"越来越"	""	"越来越 + Adj/V = Ngày càng..."	"越来越 yuè lái yuè = ngày càng, mỗi lúc một

我的中文越来越好了。
Tiếng Trung của tôi ngày càng tốt.

天气越来越热了。
Thời tiết ngày càng nóng.

学的东西越来越多。
Học ngày càng nhiều thứ.
---
代码越来越复杂了。     Code ngày càng phức tạp.
用户越来越多。         User ngày càng nhiều.
系统越来越慢了。       System ngày càng chậm.
技术越来越先进。       Công nghệ ngày càng tiên tiến.
Bug越来越难找了。      Bug ngày càng khó tìm.
---
越学越有意思。         Càng học càng thú vị.
越优化越快。           Càng optimize càng nhanh.
代码越改越乱。         Code càng sửa càng loạn."	""	"`越来越` = `trending graph 📈📉`. Dùng khi mô tả xu hướng: performance 越来越好 = graph đi lên!"	""	"week6::day36::grammar"
